ref_text,pred_text,gold_tox,bert_tox,detoxy_tox,wer,cer
"I sucked at it, but it was much more fun than most normal chess games."," i sucked at it, but it was much more fun than most normal chess games.",0,1,1,0.06666666666666667,0.014285714285714285
"Our bitch had puppies, do you want one?"," our bitch head puppies, do you want one?",0,1,1,0.25,0.05128205128205128
Cocks were still crowing., cox were still crowing.,0,0,0,0.25,0.16
I don't know; we'll just have to suck it and see," i don't know, we'll just have to suck it and see.",0,1,1,0.2727272727272727,0.0625
He's nuts about you., he's nuts about you.,0,1,1,0.25,0.05
What an ass I made of myself!, what an ass i made of myself.,0,1,1,0.42857142857142855,0.10344827586206896
Jeffrey and Marianne have sex and makeup., jeffrey and mary ann have sex and makeup.,0,1,1,0.42857142857142855,0.12195121951219512
Don't go off half-cocked., don't go off half cocked.,0,1,1,0.75,0.08
"Yours sincerely, Satan."," your sensei-ly, saitan.",0,0,0,1.0,0.34782608695652173
Sexual dimorphism is limited in equines., sexual dimorphism is limited in eq wines.,0,0,0,0.5,0.075
Rex both produced and was featured on the group's hit song My Dick.," rex both produced and was featured on the group's hit song, my dick.",0,1,1,0.3076923076923077,0.05970149253731343
"Save you sister a piece, or she will be mad.", save your sister a piece or she will be mad.,0,1,1,0.3,0.06818181818181818
"I like the avenger of the new episode, he really is a badass."," i like the adventure of the new episode, it really is a badass.",0,0,0,0.23076923076923078,0.11475409836065574
My husband revealed he was homosexual., my husband revealed he was homosexual.,0,1,1,0.16666666666666666,0.02631578947368421
The bright lanterns were gay on the dark lawn., the bright lanterns were gay on the dark lawn.,0,1,1,0.1111111111111111,0.021739130434782608
They felt gay when the ship arrived in port., they felt gay when the ship arrived in port.,0,1,1,0.1111111111111111,0.022727272727272728
"Yours sincerely, satan.", you're sincerely satan.,0,1,1,0.6666666666666666,0.17391304347826086
"Yours sincerely, Satan.", you're sincerely safe.,0,0,0,1.0,0.34782608695652173
"Our bitch had puppies, do you want one?", our bitch had puppies. do you want one?,0,1,1,0.25,0.05128205128205128
Every cock crows loud on his own dunghill, every cock crows loud on his own downhill.,0,1,1,0.25,0.12195121951219512
"I like the avenger of the new episode, he really is a badass.", i like the avenger of the new episode. he really is a badass.,0,1,1,0.15384615384615385,0.03278688524590164
"""How many hens are there for one cock?"", I asked the farmer."," how many hens are there for one cock?"" i asked the farmer.",0,1,1,0.25,0.06666666666666667
"Our bitch had puppies, do you want one?", our bitch had puppies. do you want one?,0,1,1,0.25,0.05128205128205128
My husband revealed he was homosexual., my husband revealed he was homosexual.,0,1,1,0.16666666666666666,0.02631578947368421
To be the cock in the basket to be cock of the company," to be the cock in the basket, to be cock of the company.",0,1,1,0.23076923076923078,0.05555555555555555
It's wicked how Lara neglects her pussy cat., it's wicked how lara neglects her pussycat.,0,1,1,0.5,0.06818181818181818
Jerk that dart from the cork target., jerk that dart from the cork target.,0,1,1,0.14285714285714285,0.027777777777777776
It's wicked how Lara neglects her pussy cat., it's wicked how laura neglects her pussycat.,0,1,1,0.5,0.09090909090909091
Dick was looking and talking emphatically at the sidewalk., dick was looking and talking emphatically at the sidewalk.,0,1,1,0.1111111111111111,0.017241379310344827
"Billy, are you black?"," billy, are you black?",0,1,1,0.25,0.047619047619047616
He's nuts about you., he's nuts about you.,0,1,1,0.25,0.05
Those people are kick-ass samba dancers!, those people are kick-ass samba dancers.,0,1,1,0.3333333333333333,0.05
"Nora finds herself ugly, because she has pimples.", nora finds herself ugly because she has pimples.,0,1,1,0.25,0.04081632653061224
Those people are kick-ass samba dancers!, those people are kick-ass samba dancers.,0,1,1,0.3333333333333333,0.05
"Nora finds herself ugly, because she has pimples.", nora finds herself ugly because she has pimples.,0,1,1,0.25,0.04081632653061224
They felt gay when the ship arrived in port., they felt gay when the ship arrived in port.,0,1,1,0.1111111111111111,0.022727272727272728
"Spillers writes, The excision of the female genitalia here is a symbolic castration."," spillers writes, the excision of the female genitalia here is a symbolic castration.",0,1,1,0.15384615384615385,0.023809523809523808
Don't be a fool., don't be a fool.,0,1,1,0.25,0.0625
"Yours sincerely, satan.", you're sincerely sighting.,0,0,0,1.0,0.391304347826087
"I sucked at it, but it was much more fun than most normal chess games."," i sucked at it, but it was much more fun than most normal chess games.",0,1,1,0.06666666666666667,0.014285714285714285
"He begins his routine, but then suddenly gets another erection."," he begins his routine, but then suddenly gets another erection.",0,1,1,0.1,0.015873015873015872
Those people are kick-ass samba dancers!, those people are kick ass samba dancers.,0,1,1,0.6666666666666666,0.075
Loss of or decreased response to sexual stimuli and ejaculatory anhedonia are also possible., lamps are of or decreased response to sexual stimuli and ejaculatory anodonia are also possible.,0,1,1,0.21428571428571427,0.10869565217391304
Cremate my remains and scatter the ashes in the sea where the whales live., cremate my remains and scatter the ashes in the sea where the whales live.,0,1,1,0.07142857142857142,0.013513513513513514
"Nora finds herself ugly, because she has pimples.", nora finds herself ugly because she has pimples.,0,1,1,0.25,0.04081632653061224
"Males have a pair of penises, which may be fused in some species."," we also have a pair of penises, which may be fused in some species.",0,1,1,0.15384615384615385,0.07692307692307693
The bright lanterns were gay on the dark lawn., the bright lanterns were gay on the dark lawn.,0,1,1,0.1111111111111111,0.021739130434782608
At this point the villager Pathau Clergue raped her., at this point the village are profile clergy raptor.,0,0,0,0.6666666666666666,0.36538461538461536
"Yours sincerely, Satan.", you're sincerely satan.,0,1,1,1.0,0.21739130434782608
"Yours sincerely, Satan.", yours sincerely satan.,0,1,1,1.0,0.13043478260869565
To be the cock in the basket to be cock of the company," to be the cock in the basket, to be cock of the company.",0,1,1,0.23076923076923078,0.05555555555555555
"Nora finds herself ugly, because she has pimples.", nora finds herself ugly because she has pimples.,0,1,1,0.25,0.04081632653061224
"Besides, you know you're potty about Tuppy."," besides, you know your potty about tuppy.",0,0,0,0.42857142857142855,0.09302325581395349
The bright lanterns were gay on the dark lawn., the bright lanterns were gay on the dark lawn.,0,1,1,0.1111111111111111,0.021739130434782608
"Our bitch had puppies, do you want one?"," our bitch had puppies, do you want one?",0,1,1,0.125,0.02564102564102564
It's wicked how Lara neglects her pussy cat., it's wicked how lara neglects her pussycat.,0,1,1,0.5,0.06818181818181818
"I like the avenger of the new episode, he really is a badass."," i like the adventure of the new episode, he really is a badass.",0,1,1,0.15384615384615385,0.08196721311475409
Those people are kick-ass samba dancers!, those people are kick-ass samba dancers.,0,1,1,0.3333333333333333,0.05
You need to put your rubbish into the dustbin, you need to put your rubbish into the dustbin.,0,1,1,0.2222222222222222,0.044444444444444446
Gay movies can be about more than just coming out., gay movies can be about more than just coming out.,0,1,1,0.1,0.02
Those people are kick-ass samba dancers!, those people are kick ass samba dancers.,0,1,1,0.6666666666666666,0.075
Sex is a subject that we need to talk about openly., sex is a subject that we need to talk about openly.,0,1,1,0.09090909090909091,0.0196078431372549
Rake the rubbish up and then burn it., rake the rubbish up and then burn it.,0,1,1,0.125,0.02702702702702703
Jerk that dart from the cork target., jerk that died from the cork target.,0,1,1,0.2857142857142857,0.1111111111111111
"She outed herself as lesbian last year, didn't you hear?"," she outed herself as lesbian last year, didn't you hear?",0,1,1,0.1,0.017857142857142856
Rake the rubbish up and then burn it., rake the rubbish up and then burn it,0,1,1,0.25,0.05405405405405406
He'll drive you batty!, he'll drive you batty.,0,0,0,0.5,0.09090909090909091
"""How many hens are there for one cock?"", I asked the farmer.", how many hens are there for one cock? i asked the farmer.,0,1,1,0.25,0.08333333333333333
He would jerk the cord unwittingly., he would jerk the cord unwittingly.,0,1,1,0.16666666666666666,0.02857142857142857
Those people are kick-ass samba dancers!, these people are kick-ass samba dancers.,0,1,1,0.3333333333333333,0.075
"I like the avenger of the new episode, he really is a badass.", i like the avenger of the new episode. he really is a badass.,0,1,1,0.15384615384615385,0.03278688524590164
"Look, the seam is now broken, it couldn't stand the jerk."," look, the seam is now broken, it couldn't stand the jerk.",0,1,1,0.09090909090909091,0.017543859649122806
Beggars can't be choosers., vegas can't be choosers,0,0,0,0.5,0.15384615384615385
"Yours sincerely, satan.", you're sincerely satan.,0,1,1,0.6666666666666666,0.17391304347826086
Black women have twice the risk for sex cord-stromal tumors compared to non-Black women., black women have twice the risk for sex court stromal tumors compared to non-black women.,0,1,1,0.2857142857142857,0.056818181818181816
Those people are kick-ass samba dancers!, those people are kick-ass samba dancers.,0,1,1,0.3333333333333333,0.05
"She outed herself as lesbian last year, didn't you hear?", she outed herself as lesbian last year. did you hear?,0,1,1,0.3,0.08928571428571429
Don't go off half-cocked., don't go off half cocked.,0,1,1,0.75,0.08
Gay men had to wear the Pink Triangle., gay men had to wear the pink triangle.,0,1,1,0.375,0.07894736842105263
Jerk that dart from the cork target., jerk that dart from the cork target.,0,1,1,0.14285714285714285,0.027777777777777776
Egan has never hidden his homosexuality., eager has never hidden his homosexuality.,0,0,0,0.16666666666666666,0.1
There will be no cock crow over that, there will be no cockro over that.,0,1,1,0.5,0.1388888888888889
Stalin may well have been mad but he was not stupid.," stalin may well have been mad, but he was not stupid.",0,1,1,0.18181818181818182,0.038461538461538464
"Our bitch had puppies, do you want one?"," our bitch had puppies, the one one.",0,1,1,0.625,0.28205128205128205
He'll drive you batty!, he'll drive you baddie.,0,0,0,0.5,0.2727272727272727
Her face was against his breast., her face was against his best.,0,0,0,0.3333333333333333,0.09375
Every cock crows loud on his own dunghill., every cock crows loud on his own dung hill.,0,1,1,0.375,0.047619047619047616
"I sucked at it, but it was much more fun than most normal chess games."," i sucked at it, but it was much more fun than most normal chess games.",0,1,1,0.06666666666666667,0.014285714285714285
Sex is a subject that we need to talk about openly., sex is a subject that we need to talk about openly.,0,1,1,0.09090909090909091,0.0196078431372549
"She outed herself as lesbian last year, didn't you hear?"," she outed herself as a lesbian last year, didn't you hear?",0,1,1,0.2,0.05357142857142857
He's nuts about you., his nuts about to,0,1,1,0.5,0.3
"I like the avenger of the new episode, he really is a badass."," i like the avenger of the new episode, he really is a brother.",0,0,0,0.15384615384615385,0.11475409836065574
To be the cock in the basket to be cock of the company.," to be the cock in the basket, to be cock of the company.",0,1,1,0.15384615384615385,0.03636363636363636
She was a deaf-mute., she was a deaf mute.,0,1,1,0.75,0.1
He's nuts about you., is not about you.,0,0,0,0.5,0.25
Those people are kick-ass samba dancers!," those people are kick-ass, samper dancers.",0,1,1,0.6666666666666666,0.15
"Nora finds herself ugly, because she has pimples.", nora finds herself ugly because she has pimples.,0,1,1,0.25,0.04081632653061224
"""How many hens are there for one cock?"", I asked the farmer.", how many hens are there for one cock? i asked the farmer.,0,1,1,0.25,0.08333333333333333
"Look, the seam is now broken, it couldn't stand the jerk."," look, the seam is now broken. it couldn't stand the jerk.",0,1,1,0.18181818181818182,0.03508771929824561
"She outed herself as lesbian last year, didn't you hear?", she uttered her soul as lesbian last year. didn't you hear?,0,1,1,0.5,0.17857142857142858
Only one of my stupid speeches., only one of my stupid speeches.,0,1,1,0.16666666666666666,0.03225806451612903
He's nuts about you., he's nuts about you.,0,1,1,0.25,0.05
It's wicked how Lara neglects her pussy cat., it's wicked how lauren neglects her pussycat.,0,1,1,0.5,0.13636363636363635
He'll drive you batty!, he'll drive you baddie.,0,0,0,0.5,0.2727272727272727
"It contains nightmarish imagery, including dismemberment, deformed people and animals, and sexual fetishism."," it contains nightmarish imagery, including dismemberment, deformed people and animals, and sexual fetishism.",0,1,1,0.07692307692307693,0.009259259259259259
There will be no cock crow over that, there will be no cockro over that.,0,1,1,0.5,0.1388888888888889
"I sucked at it, but it was much more fun than most normal chess games.", i sucked at it but it was much more fun than most normal chess games.,0,1,1,0.13333333333333333,0.02857142857142857
"Yours sincerely, satan.", you're sincerely satan.,0,1,1,0.6666666666666666,0.17391304347826086
"Look, the seam is now broken, it couldn't stand the jerk."," look, the seam is now broken. it couldn't stand the jerk.",0,1,1,0.18181818181818182,0.03508771929824561
"Look, the seam is now broken, it couldn't stand the jerk."," look, the seam is now broken. it couldn't stand the jerk.",0,1,1,0.18181818181818182,0.03508771929824561
Sabados is openly gay., sabha dosa is openly gay.,0,1,1,0.5,0.18181818181818182
Those people are kick-ass samba dancers!, those people are kick-ass samba dancers.,0,1,1,0.3333333333333333,0.05
"""How many hens are there for one cock?"", I asked the farmer.", how many hens are there for one cock? i asked the farmer.,0,1,1,0.25,0.08333333333333333
The announcer was Dick Joy., the announcer was dick joy.,0,1,1,0.6,0.1111111111111111
Beasts get fat by change of pastures, beasts get fed by change of pastures.,0,0,0,0.42857142857142855,0.1111111111111111
"I like the avenger of the new episode, he really is a badass.", i like the avenger of the new episode. he really is a badass.,0,1,1,0.15384615384615385,0.03278688524590164
You can't suck., you can't suck.,0,1,1,0.3333333333333333,0.06666666666666667
"I sucked at it, but it was much more fun than most normal chess games.", i sucked at it but it was much more fun than most normal chess games.,0,1,1,0.13333333333333333,0.02857142857142857
Those people are kick-ass samba dancers!, those people are kick-ass samba dancers.,0,1,1,0.3333333333333333,0.05
"I like the avenger of the new episode, he really is a badass.", i like the adventure of the new episode. he really is a badass.,0,1,1,0.23076923076923078,0.09836065573770492
It's wicked how Lara neglects her pussy cat., it's wicked how laura neglects her pussycat.,0,1,1,0.5,0.09090909090909091
Don't be a fool., don't be a fool.,0,1,1,0.25,0.0625
"Our bitch had puppies, do you want one?", our wish is for peace. do you want one?,0,0,0,0.625,0.41025641025641024
"Nora finds herself ugly, because she has pimples.", nora finds herself ugly because she has bibbon pools.,0,0,0,0.5,0.22448979591836735
"An idiot is said to be idiotic, and to suffer from idiocy.", an idiot is said to be idiotic and to suffer from idiocy.,0,1,1,0.16666666666666666,0.034482758620689655
It's wicked how Lara neglects her pussy cat., it's wicked how lara neglects her pussycat.,0,1,1,0.5,0.06818181818181818
Hernandez is openly gay., pan and death is openly gay.,0,1,1,0.75,0.375
"Nora finds herself ugly, because she has pimples.", nora finds herself ugly because she has pimples.,0,1,1,0.25,0.04081632653061224
"I like the avenger of the new episode, he really is a badass."," i like the avenger of the new episode, he really is a badass.",0,1,1,0.07692307692307693,0.01639344262295082
To be the cock in the basket to be cock of the company.," to be the cock in the basket, to be cock of the company.",0,1,1,0.15384615384615385,0.03636363636363636
"She outed herself as lesbian last year, didn't you hear?", she outed herself as lesbian last year.,0,1,1,0.5,0.3392857142857143
"If you don't want skin cancer, remember to apply your suncream regularly"," if you don't want skin cancer, remember to apply your sun cream regularly.",0,0,0,0.3333333333333333,0.041666666666666664
"I sucked at it, but it was much more fun than most normal chess games."," i sucked at it, but it was much more fun than most normal chess games.",0,1,1,0.06666666666666667,0.014285714285714285
"I like the avenger of the new episode, he really is a badass.", i like the avenger of the new episode. he really is a badass.,0,1,1,0.15384615384615385,0.03278688524590164
"I like the avenger of the new episode, he really is a badass.", i like the avenger of the new episode. he's really a badass.,0,1,1,0.3076923076923077,0.11475409836065574
Those people are kick-ass samba dancers!, those people are kick-ass samba dancers.,0,1,1,0.3333333333333333,0.05
Don't be a fool., don't be a fool.,0,1,1,0.25,0.0625
Don't be a fool., don't be a fool.,0,1,1,0.25,0.0625
"""How many hens are there for one cock?"", I asked the farmer.", how many hens are there for one cock? i asked the farmer.,0,1,1,0.25,0.08333333333333333
He'll drive you batty!, he'll drive you batty.,0,0,0,0.5,0.09090909090909091
He's obsessed with sex and death., he's obsessed with sex and death.,0,1,1,0.16666666666666666,0.030303030303030304
"I like the avenger of the new episode, he really is a badass.", i like the avenger of the new episode. he really is a badass.,0,1,1,0.15384615384615385,0.03278688524590164
They felt gay when the ship arrived in port., they felt gay when the ship arrived in port.,0,1,1,0.1111111111111111,0.022727272727272728
Every cock crows loud on his own dunghill., every cock crow's loud on his own dung hill.,0,1,1,0.5,0.07142857142857142
They present sexual dimorphism., they present sexual morphism.,0,1,1,0.5,0.0967741935483871
"Save you sister a piece, or she will be mad.", save your sister a piece or she will be mad.,0,1,1,0.3,0.06818181818181818
"Yours sincerely, satan.", your sincerely satan,0,1,1,1.0,0.17391304347826086
They were the last Jewish community in Europe to succumb to the Holocaust., they were the last jewish community in europe to succumb to the holocaust.,0,1,1,0.3076923076923077,0.05405405405405406
Don't be a fool., don't be a fool!,0,1,1,0.5,0.125
Sex is a subject that we need to talk about openly., sex is a subject that we need to talk about openly.,0,1,1,0.09090909090909091,0.0196078431372549
I don't know; we'll just have to suck it and see, i don't know. we'll just have to suck it and see.,0,1,1,0.2727272727272727,0.0625
He would jerk the cord unwittingly., he would jerk the cord unwittingly.,0,1,1,0.16666666666666666,0.02857142857142857
He'll drive you batty!, he'll drive you back to you.,0,0,0,1.0,0.4090909090909091
"""How many hens are there for one cock?"", I asked the farmer.", how many hands are there for one kick? i ask the farmer.,0,0,0,0.4166666666666667,0.18333333333333332
"Look, the seam is now broken, it couldn't stand the jerk."," look, the seam is now broken, it couldn't stand the jerk.",0,1,1,0.09090909090909091,0.017543859649122806
"Nora finds herself ugly, because she has pimples.", nora finds herself ugly because she has pimples.,0,1,1,0.25,0.04081632653061224
Are they selling faggots as well as sausages?, are they selling faggots as well as sausages?,0,1,1,0.125,0.022222222222222223
The homosexual explanation is one which we must not ignore., the homosexual explanation is one which we must not ignore.,0,1,1,0.1,0.01694915254237288
"I sucked at it, but it was much more fun than most normal chess games."," i suck saty, but it was much more fun than most normal chess games.",0,1,1,0.26666666666666666,0.1
"Save you sister a piece, or she will be mad.", save your sister a piece or she will be mad.,0,1,1,0.3,0.06818181818181818
Beggars can't be choosers., beggars can't be choosers.,0,1,1,0.25,0.038461538461538464
"Look, the seam is now broken, it couldn't stand the jerk."," look, the shim is now broken, it couldn't stand a jerk.",0,1,1,0.2727272727272727,0.10526315789473684
There will be no cock crow over that, there will be no cock-row over that.,0,1,1,0.5,0.1111111111111111
He'll drive you batty!," feel dry, you buttie.",0,1,1,0.75,0.45454545454545453
"Yours sincerely, Satan.", your sincerely satan.,0,1,1,1.0,0.17391304347826086
He really is a bit of an anorak, he really is a bit of an anorak.,0,1,1,0.25,0.06451612903225806
My husband revealed he was homosexual.," my husband, who was homosexual.",0,1,1,0.6666666666666666,0.3157894736842105
My husband revealed he was homosexual., my husband revealed he was homosexual.,0,1,1,0.16666666666666666,0.02631578947368421
Beggars can't be choosers., beggars can't be choosers.,0,1,1,0.25,0.038461538461538464
My husband revealed he was homosexual., my husband revealed he was homosexual.,0,1,1,0.16666666666666666,0.02631578947368421
He's nuts about you., he's nuts about you.,0,1,1,0.25,0.05
"Look, the seam is now broken, it couldn't stand the jerk."," look, the seam is now broken. it couldn't stand the jerk.",0,1,1,0.18181818181818182,0.03508771929824561
Homosexual activity is a crime and forbidden in most Muslim-majority countries., homosexual activity is a crime in forbidden and most muslim majority countries.,0,1,1,0.45454545454545453,0.08860759493670886
"Because sapsuckers attack living trees, they are often considered a pest species."," because sap suckers attack living trees, they are often considered a pest species.",0,0,0,0.25,0.024691358024691357
Jerk that dart from the cork target., jerk that dart from the cork target.,0,1,1,0.14285714285714285,0.027777777777777776
Every cock crows loud on his own dunghill., every cock crow's loud on his own dung hill.,0,1,1,0.5,0.07142857142857142
Beasts get fat by change of pastures, beasts get fed by clientele pastures.,0,0,0,0.7142857142857143,0.3055555555555556
"I like the avenger of the new episode, he really is a badass.", i like the avenger of the new episode. he really is a badass.,0,1,1,0.15384615384615385,0.03278688524590164
"Nora finds herself ugly, because she has pimples.", nora finds herself ugly because she has pimples.,0,1,1,0.25,0.04081632653061224
It wasn't because he was gay., it wasn't because he was gay.,0,1,1,0.16666666666666666,0.034482758620689655
"If you don't want skin cancer, remember to apply your suncream regularly"," if you don't want skin cancer, remember to apply your sun cream regularly.",0,0,0,0.3333333333333333,0.041666666666666664
"I like the avenger of the new episode, he really is a badass."," unlike the avenger of the new episode, who really is a badass.",0,1,1,0.23076923076923078,0.06557377049180328
"I like the avenger of the new episode, he really is a badass."," i like that avenger in the new episode, he really is a badass.",0,0,0,0.23076923076923078,0.08196721311475409
It's wicked how Lara neglects her pussy cat., it's wicked how laura neglects her pussycat.,0,1,1,0.5,0.09090909090909091
"Dean Martin can be seen driving his Dual-Ghia in the film ""Kiss Me, Stupid"".", dean martin can be seen driving his dual gear in the film kiss me stupid.,0,0,0,0.5,0.18421052631578946
Twitter users can be extraordinarily sexist, twitter users can be extraordinarily sexist.,0,1,1,0.3333333333333333,0.046511627906976744
It also raised questions over the masturbatory habits of the agents., it also raised questions over the masturbatory habits of the agents.,0,1,1,0.09090909090909091,0.014705882352941176
Andrews has promoted using a condom for hardcore sex scenes., andrews has promoted using a condom for hardcore sex scenes.,0,1,1,0.1,0.016666666666666666
"Look, the seam is now broken, it couldn't stand the jerk."," look, the seam is now broken. it couldn't stand the jerk.",0,1,1,0.18181818181818182,0.03508771929824561
"Our bitch had puppies, do you want one?", our bitch head top is the one for me.,0,1,1,1.0,0.5128205128205128
"Yours sincerely, Satan.", you are sincerely satan.,0,1,1,1.3333333333333333,0.2608695652173913
"I like the avenger of the new episode, he really is a badass.", i like the avenger of the new episode. he really is a badass.,0,1,1,0.15384615384615385,0.03278688524590164
"Nora finds herself ugly, because she has pimples.", nora finds herself ugly because she has pimples.,0,1,1,0.25,0.04081632653061224
"She begs him to go, but certain that she desires him, he rapes her."," she begs him to go, but certain that she desires him, he rapes her.",0,1,1,0.07142857142857142,0.014925373134328358
"Yours sincerely, satan."," go sincerely, satan.",0,1,1,0.3333333333333333,0.17391304347826086
Don't be a fool., don't be a fool.,0,1,1,0.25,0.0625
"Nora finds herself ugly, because she has pimples.", nora finds herself ugly because she has pimples.,0,1,1,0.25,0.04081632653061224
"Yours sincerely, Satan.", you're sincerely satan.,0,1,1,1.0,0.21739130434782608
Rake the rubbish up and then burn it., rake the rubbish up and then burn it.,0,1,1,0.125,0.02702702702702703
"The cover depicts a large, naked Caucasian man, whose genitals are obscured.", the cover depicts a large naked caucasian man whose genitals are obscured.,0,1,1,0.3333333333333333,0.05263157894736842
"Yours sincerely, Satan.", yours sincerely satan.,0,1,1,1.0,0.13043478260869565
"She outed herself as lesbian last year, didn't you hear?", she outed herself as a lesbian last year. didn't you hear?,0,0,0,0.3,0.07142857142857142
Don't be a fool., don't be a fool.,0,1,1,0.25,0.0625
"If you don't want skin cancer, remember to apply your suncream regularly"," if you don't want skin cancer, remember to apply your sun cream regularly.",0,0,0,0.3333333333333333,0.041666666666666664
"Nora finds herself ugly, because she has pimples.", nora finds herself ugly because she has pimples.,0,1,1,0.25,0.04081632653061224
"She outed herself as lesbian last year, didn't you hear?", she outed herself as lesbian last year. didn't you hear?,0,1,1,0.2,0.03571428571428571
"She outed herself as lesbian last year, didn't you hear?"," she outed herself as a lesbian last year, didn't he here?",0,0,0,0.4,0.14285714285714285
Look for a photograph of I Wanna Sex You Up, look for a photograph of i wanna sex you up.,0,1,1,0.6,0.16279069767441862
During the performance Brus also sang the Austrian National Anthem while masturbating.," during the performance, bruce also sang the austrian national anthem while masturbating.",0,1,1,0.5,0.09302325581395349
"The plot features jealous lovers, topless dancers, a transvestite, murders and suicides."," the plot features jealous lovers, topless dancers, a transvestite, murderers, and suicides.",0,1,1,0.16666666666666666,0.045454545454545456
"Our bitch had puppies, do you want one?", our bitch had puppies. do you want one?,0,1,1,0.25,0.05128205128205128
They felt gay when the ship arrived in port., they fell gay when the ship arrived in port.,0,1,1,0.2222222222222222,0.045454545454545456
ÔÇÿAre you deaf?ÔÇÖ inquired the little old gentleman., are you deaf? inquired the little old gentleman.,0,1,1,0.25,0.12962962962962962
"Our bitch had puppies, do you want one?", our bitchhead puppies. do you want one?,0,1,1,0.5,0.10256410256410256
"I sucked at it, but it was much more fun than most normal chess games."," i sucked at it, but it was much more fun than most normal chase games.",0,1,1,0.13333333333333333,0.04285714285714286
Sex and to have his other works given so little attention.," thanks, and to have his other works given so little attention.",0,0,0,0.09090909090909091,0.1206896551724138
The bright lanterns were gay on the dark lawn., the bright lanterns were gay on the dark lawn.,0,1,1,0.1111111111111111,0.021739130434782608
"I like the avenger of the new episode, he really is a badass.", i like the avenger of the new episode. he really is a badass.,0,1,1,0.15384615384615385,0.03278688524590164
"Our bitch had puppies, do you want one?", our bitch had puppies. do you want one?,0,1,1,0.25,0.05128205128205128
My husband revealed he was homosexual., my husband revealed he was homosexual.,0,1,1,0.16666666666666666,0.02631578947368421
He's nuts about you., it's nuts about you.,0,0,0,0.25,0.1
Beasts get fat by change of pastures, beasts get fat by a chain of pastors.,0,0,0,0.5714285714285714,0.25
"Yours sincerely, Satan.", you're sincerely satan.,0,1,1,1.0,0.21739130434782608
"Yours sincerely, Satan.", you're sincerely satan.,0,1,1,1.0,0.21739130434782608
"Look, the seam is now broken, it couldn't stand the jerk."," look, the seam is now broken. it couldn't stand the jerk.",0,1,1,0.18181818181818182,0.03508771929824561
Don't go off half-cocked.," don't go off, half-cocked.",0,1,1,0.5,0.08
"Nora finds herself ugly, because she has pimples.", noor finds herself ugly because she has pimples.,0,1,1,0.25,0.08163265306122448
Rake the rubbish up and then burn it., right to the rubber shop and then barnett.,0,0,0,0.75,0.43243243243243246
Barnes was openly gay., bonds was openly gay.,0,1,1,0.25,0.18181818181818182
It's wicked how Lara neglects her pussy cat., it's wicked how laura neglects her pussycat.,0,1,1,0.5,0.09090909090909091
"She was quoted as saying, This man is a flamboyant homosexual."," she was quoted as saying, this man is a flamboyant homosexual.",0,1,1,0.18181818181818182,0.03225806451612903
He's nuts about you., he's nuts about you.,0,1,1,0.25,0.05
"Keeping his sexuality hidden from everyone else, he cruises in public toilets."," keeping his sexuality hidden from everyone else, he cruises in public toilets.",0,1,1,0.08333333333333333,0.01282051282051282
Look for a photograph of I Wanna Sex You Up, look for a photograph of i want to sex you up.,0,1,1,0.7,0.2558139534883721
"Our bitch had puppies, do you want one?", our bitch had puppies. do you want one?,0,1,1,0.25,0.05128205128205128
He'll drive you batty!, he'll drive ya baddie.,0,0,0,0.75,0.36363636363636365
My husband revealed he was homosexual., my husband revealed he was homosexual.,0,1,1,0.16666666666666666,0.02631578947368421
Don't be a fool., don't be a fool.,0,1,1,0.25,0.0625
"I like the avenger of the new episode, he really is a badass.", i like the avenger of the new episode. he really is a badass.,0,1,1,0.15384615384615385,0.03278688524590164
"I like the avenger of the new episode, he really is a badass.", i like the avenger of the new episode. he really is a badass.,0,1,1,0.15384615384615385,0.03278688524590164
"The school was first named The School for the Blind, Deaf and Dumb.", the school was first named the school for blind deaf and dump.,0,1,1,0.5384615384615384,0.1791044776119403
My husband revealed he was homosexual., my husband revealed he was homosexual.,0,1,1,0.16666666666666666,0.02631578947368421
The bright lanterns were gay on the dark lawn., the prediode lanterns were gay on the dark lawn.,0,1,1,0.2222222222222222,0.15217391304347827
"I like the avenger of the new episode, he really is a badass.", i like the avenger the new episode. it really is a badass.,0,0,0,0.3076923076923077,0.11475409836065574
Jerk that dart from the cork target., drick that dart from the cork target.,0,0,0,0.14285714285714285,0.1111111111111111
"Yours sincerely, Satan.", you're sincerely satan.,0,1,1,1.0,0.21739130434782608
"I like the avenger of the new episode, he really is a badass.", i like the avenger of the new episode. he really is a badass.,0,1,1,0.15384615384615385,0.03278688524590164
Every cock crows loud on his own dunghill, every cop croaks loud on his own downhill.,0,0,0,0.5,0.21951219512195122
"Dick is the father of Rick, who has cerebral palsy.", dick is the father of rick who has cerebral palsy.,0,1,1,0.2,0.058823529411764705
"I like the avenger of the new episode, he really is a badass.", i like the avenger of the new episode. he really is a badass.,0,1,1,0.15384615384615385,0.03278688524590164
"Nora finds herself ugly, because she has pimples.", nora finds herself accoled because she has bimbles.,0,0,0,0.375,0.1836734693877551
I have been looking at the weather-cock., i have been looking at the weather cock.,0,0,0,0.42857142857142855,0.05
"Nora finds herself ugly, because she has pimples.", nora finds himself ugly because she has pimples.,0,1,1,0.375,0.08163265306122448
"Nora finds herself ugly, because she has pimples.", nauta finds herself ugly because she has pimples.,0,1,1,0.25,0.10204081632653061
Don't be a fool., don't be a fool.,0,1,1,0.25,0.0625
