ref_text,pred_text,gold_tox,bert_tox,detoxy_tox,wer,cer
"Look, the seam is now broken, it couldn't stand the jerk.",model look! the seam is now broken; it couldn't stand the jerk.,0,1,1,0.2727272727272727,0.15789473684210525
His resume included performing with transsexuals and females with strap-ons.,model his resume included performing with transsexuals and females with strap-ons.,0,1,1,0.2,0.09210526315789473
"Save you sister a piece, or she will be mad.","model save your sister a piece, or she will be mad.",0,1,1,0.3,0.18181818181818182
"Our bitch had puppies, do you want one?","model a bitch had puppies, do you want one?",0,1,1,0.25,0.1794871794871795
"I sucked at it, but it was much more fun than most normal chess games.","model ""i sucked at it, but it was much more fun than most normal chess games.""",0,1,1,0.2,0.12857142857142856
"She outed herself as lesbian last year, didn't you hear?","model she outed herself as a lesbian last year, didn't you hear?",0,0,0,0.3,0.16071428571428573
"She outed herself as lesbian last year, didn't you hear?","model she outed herself as lesbian last year, didn't you hear?",0,1,1,0.2,0.125
Salinity gradient energy is called pressure-retarded osmosis.,model salinity gradient energy is called pressure retarded osmosis.,0,1,1,0.5714285714285714,0.13114754098360656
"I sucked at it, but it was much more fun than most normal chess games.","model <br>i sucked at it, but it was much more fun than most normal chess games.",0,1,1,0.13333333333333333,0.15714285714285714
"Our bitch had puppies, do you want one?","model our bitch had puppies, do you want one?",0,1,1,0.25,0.1794871794871795
Cocks were still crowing.,model crows were still crowing.,0,0,0,0.5,0.32
I don't know; we'll just have to suck it and see,"model ""i don't know; we'll just have to suck it and see.""",0,1,1,0.2727272727272727,0.20833333333333334
He's nuts about you.,model he's nuts about you.,0,1,1,0.5,0.35
What an ass I made of myself!,model what an ass i made of myself.,0,1,1,0.5714285714285714,0.3103448275862069
Jeffrey and Marianne have sex and makeup.,model jeffrey and marianne have sex and make up.,0,0,0,0.7142857142857143,0.21951219512195122
Don't go off half-cocked.,model don't go off half-cocked.,0,0,0,0.5,0.28
"Yours sincerely, Satan.",model you're such a silly satan.,0,1,1,2.0,0.8695652173913043
Sexual dimorphism is limited in equines.,model sexual dimorphism is limited in equines.,0,1,1,0.3333333333333333,0.175
Rex both produced and was featured on the group's hit song My Dick.,"model ...produced and was featured on the group's hit song ""my dick"".",0,1,1,0.38461538461538464,0.19402985074626866
"Save you sister a piece, or she will be mad.","model save your sister a piece, or she will be mad.",0,1,1,0.3,0.18181818181818182
"I like the avenger of the new episode, he really is a badass.","model ""i like the avenger of the new episode. he really is a badass.""",0,0,0,0.3076923076923077,0.16393442622950818
My husband revealed he was homosexual.,model my husband revealed he was homosexual.,0,1,1,0.3333333333333333,0.18421052631578946
The bright lanterns were gay on the dark lawn.,model the bright lanterns were gay on the dark lawn.,0,1,1,0.2222222222222222,0.15217391304347827
They felt gay when the ship arrived in port.,model they felt gay when the ship arrived in port.,0,0,0,0.2222222222222222,0.1590909090909091
"Yours sincerely, satan.",model you're sincerely satan.,0,1,1,1.0,0.43478260869565216
"Yours sincerely, Satan.","model ""yours sincerely,"" said satan.",0,0,0,1.6666666666666667,0.6521739130434783
"Our bitch had puppies, do you want one?","model ""are bitch-head puppies? do you want one?""",0,1,1,0.625,0.3333333333333333
Every cock crows loud on his own dunghill,model every cock crows loud on his own dunghill.,0,1,1,0.375,0.1951219512195122
"I like the avenger of the new episode, he really is a badass.",model <br>i like the avenger of the new episode. he really is a bad ass.,0,1,1,0.38461538461538464,0.21311475409836064
"""How many hens are there for one cock?"", I asked the farmer.","model ""how many hens are there for one cock?"" i asked the farmer.",0,1,1,0.3333333333333333,0.15
"Our bitch had puppies, do you want one?",model our bitch had puppies. do you want one?,0,1,1,0.375,0.20512820512820512
My husband revealed he was homosexual.,model my husband revealed he was homosexual.,0,1,1,0.3333333333333333,0.18421052631578946
To be the cock in the basket to be cock of the company,"model to be the cock in the basket, to be cock of the company.",0,0,0,0.3076923076923077,0.16666666666666666
It's wicked how Lara neglects her pussy cat.,model it's wicked how laura neglects her pussycat.,0,1,1,0.625,0.22727272727272727
Jerk that dart from the cork target.,model jerk that dart from the cork target.,0,1,1,0.2857142857142857,0.19444444444444445
It's wicked how Lara neglects her pussy cat.,model it's wicked how laura neglects her pussycat.,0,1,1,0.625,0.22727272727272727
Dick was looking and talking emphatically at the sidewalk.,model dick was looking and talking emphatically at the sidewalk.,0,1,1,0.2222222222222222,0.1206896551724138
"Billy, are you black?","model <br>billie, are you blacked?",0,0,0,0.75,0.7142857142857143
He's nuts about you.,model he's nuts about you.,0,1,1,0.5,0.35
Those people are kick-ass samba dancers!,model those people are kick-ass samba dancers!,0,1,1,0.3333333333333333,0.175
"Nora finds herself ugly, because she has pimples.",model norah finds herself ugly because she has pimples.,0,1,1,0.375,0.1836734693877551
Those people are kick-ass samba dancers!,model those people are kick-ass samba dancers!,0,1,1,0.3333333333333333,0.175
"Nora finds herself ugly, because she has pimples.",model <norah> finds herself ugly because she has pimples.,0,1,1,0.375,0.22448979591836735
They felt gay when the ship arrived in port.,model they felt gay when the ship arrived in port.,0,0,0,0.2222222222222222,0.1590909090909091
"Spillers writes, The excision of the female genitalia here is a symbolic castration.","model <br>spillers writes, ""the excision of the female genitalia here is a symbolic castration.""",0,0,0,0.3076923076923077,0.16666666666666666
Don't be a fool.,model don't be a fool.,0,1,1,0.5,0.4375
"Yours sincerely, satan.","model ""yours sincerely, cyten.""",0,0,0,1.0,0.5217391304347826
"I sucked at it, but it was much more fun than most normal chess games.","model ""i sucked at it, but it was much more fun than most normal chess games.""",0,1,1,0.2,0.12857142857142856
"He begins his routine, but then suddenly gets another erection.","model he begins his routine, but then suddenly gets another erection.",0,0,0,0.2,0.1111111111111111
Those people are kick-ass samba dancers!,model those people are kick-ass samba dancers.,0,1,1,0.5,0.2
Loss of or decreased response to sexual stimuli and ejaculatory anhedonia are also possible.,model loss of or decreased response to sexual stimuli and ejaculatory anhedonia are also possible.,0,1,1,0.14285714285714285,0.07608695652173914
Cremate my remains and scatter the ashes in the sea where the whales live.,model cremate my remains and scatter the ashes in the sea where the whales live.,0,1,1,0.14285714285714285,0.0945945945945946
"Nora finds herself ugly, because she has pimples.","model <norah> finds herself ugly, because she has pimples.",0,0,0,0.25,0.20408163265306123
"Males have a pair of penises, which may be fused in some species.","model <div style=""text-align:left;"">males have a pair of penises, which may be fused in some species.</div>",0,0,0,0.3076923076923077,0.6615384615384615
The bright lanterns were gay on the dark lawn.,model the bright lanterns were gay on the dark lawn.,0,1,1,0.2222222222222222,0.15217391304347827
At this point the villager Pathau Clergue raped her.,"model at this point, the villager pafao clurgue raped her.",0,1,1,0.5555555555555556,0.2692307692307692
"Yours sincerely, Satan.","model your sincerely, satan.",0,1,1,1.0,0.391304347826087
"Yours sincerely, Satan.",model he was sincerely satan.,0,0,0,1.6666666666666667,0.5217391304347826
To be the cock in the basket to be cock of the company,"model to be the cock in the basket, to be cock of the company.",0,0,0,0.3076923076923077,0.16666666666666666
"Nora finds herself ugly, because she has pimples.",model <norah> finds herself ugly because she has pimples.,0,1,1,0.375,0.22448979591836735
"Besides, you know you're potty about Tuppy.","model besides, you know you're potty about tuppy.",0,1,1,0.42857142857142855,0.18604651162790697
The bright lanterns were gay on the dark lawn.,model the bright lanterns were gay on the dark lawn.,0,1,1,0.2222222222222222,0.15217391304347827
"Our bitch had puppies, do you want one?",model our bitch had puppies. do you want one?,0,1,1,0.375,0.20512820512820512
It's wicked how Lara neglects her pussy cat.,model it's wicked how laura neglects her pussycat.,0,1,1,0.625,0.22727272727272727
"I like the avenger of the new episode, he really is a badass.",model i like the adventure of the new episode. he really is a bad ass.,0,1,1,0.46153846153846156,0.21311475409836064
Those people are kick-ass samba dancers!,model those people are kick-ass samba dancers.,0,1,1,0.5,0.2
You need to put your rubbish into the dustbin,model you need to put your rubbish into the dustbin.,0,1,1,0.3333333333333333,0.17777777777777778
Gay movies can be about more than just coming out.,model <br>gay movies can be about more than just coming out.,0,0,0,0.2,0.22
Those people are kick-ass samba dancers!,model those people are kick-ass samba dancers.,0,1,1,0.5,0.2
Sex is a subject that we need to talk about openly.,model <div>sex is a subject that we need to talk about openly.</div>,0,0,0,0.2727272727272727,0.35294117647058826
Rake the rubbish up and then burn it.,model rake the rubbish up and then burn it.,0,1,1,0.25,0.1891891891891892
Jerk that dart from the cork target.,"model ""jerk that dart from the cork target.""",0,1,1,0.42857142857142855,0.25
"She outed herself as lesbian last year, didn't you hear?","model she outed herself as lesbian last year, didn't you hear?",0,1,1,0.2,0.125
Rake the rubbish up and then burn it.,"model ""rake the rubbish up, then barnett!""",0,0,0,0.75,0.4594594594594595
He'll drive you batty!,model he'll drive you batty.,0,0,0,0.75,0.36363636363636365
"""How many hens are there for one cock?"", I asked the farmer.","model ""how many hens are there for one cock?"" i asked the farmer.",0,1,1,0.3333333333333333,0.15
He would jerk the cord unwittingly.,model he would jerk the cord unwittingly.,0,1,1,0.3333333333333333,0.2
Those people are kick-ass samba dancers!,model these people are kick-ass samba dancers.,0,1,1,0.5,0.225
"I like the avenger of the new episode, he really is a badass.",model i like the avenger of the new episode; he really is a badass.,0,0,0,0.23076923076923078,0.13114754098360656
"Look, the seam is now broken, it couldn't stand the jerk.","model look, the seam is now broken; it couldn't stand the jerk.",0,1,1,0.2727272727272727,0.14035087719298245
Beggars can't be choosers.,model fingers can't be choosers.,0,0,0,0.5,0.34615384615384615
"Yours sincerely, satan.","model ""yours sincerely, satan.""",0,1,1,1.0,0.391304347826087
Black women have twice the risk for sex cord-stromal tumors compared to non-Black women.,model black women have twice the risk for sex-cord stromal tumors compared to non-black women.,0,0,0,0.35714285714285715,0.11363636363636363
Those people are kick-ass samba dancers!,model those people are kick-ass samba dancers.,0,1,1,0.5,0.2
"She outed herself as lesbian last year, didn't you hear?","model she outed herself as lesbian last year, didn't you hear?",0,1,1,0.2,0.125
Don't go off half-cocked.,model don't go off half-cocked.,0,0,0,0.5,0.28
Gay men had to wear the Pink Triangle.,model gay men had to wear the pink triangle.,0,1,1,0.5,0.23684210526315788
Jerk that dart from the cork target.,model jerk that dart from the cork target.,0,1,1,0.2857142857142857,0.19444444444444445
Egan has never hidden his homosexuality.,model egan has never hidden his homosexuality.,0,0,0,0.3333333333333333,0.175
There will be no cock crow over that,model there will be no cock-crow over that.,0,0,0,0.625,0.25
Stalin may well have been mad but he was not stupid.,"model <br>stalin may well have been mad, but he was not stupid.",0,1,1,0.2727272727272727,0.23076923076923078
"Our bitch had puppies, do you want one?","model our bitch had puppies, do you want one?",0,1,1,0.25,0.1794871794871795
He'll drive you batty!,"model he'll drive you, batty.",0,0,0,1.0,0.4090909090909091
Her face was against his breast.,model her face was against his breast.,0,0,0,0.3333333333333333,0.21875
Every cock crows loud on his own dunghill.,model every cock crows loud on his own dunghill.,0,1,1,0.25,0.16666666666666666
"I sucked at it, but it was much more fun than most normal chess games.","model i sucked at it, but it was much more fun than most normal chess games.",0,1,1,0.13333333333333333,0.1
Sex is a subject that we need to talk about openly.,model <speaker1>: sex is a subject that we need to talk about openly.,0,0,0,0.2727272727272727,0.37254901960784315
"She outed herself as lesbian last year, didn't you hear?","model she outed herself as a lesbian last year, didn't you hear?",0,0,0,0.3,0.16071428571428573
He's nuts about you.,model he's nuts about you.,0,1,1,0.5,0.35
"I like the avenger of the new episode, he really is a badass.","model ""i like the avenger of the new episode. he really is a badass.""",0,0,0,0.3076923076923077,0.16393442622950818
To be the cock in the basket to be cock of the company.,"model to be the cock in the basket, to be cock of the company.",0,0,0,0.23076923076923078,0.14545454545454545
She was a deaf-mute.,model she was a deaf mute.,0,1,1,1.0,0.4
He's nuts about you.,model he's nuts about you.,0,1,1,0.5,0.35
Those people are kick-ass samba dancers!,model those people are kick-ass samba dancers.,0,1,1,0.5,0.2
"Nora finds herself ugly, because she has pimples.",model nora finds herself ugly because she has pimples.,0,1,1,0.375,0.16326530612244897
"""How many hens are there for one cock?"", I asked the farmer.","model ""how many hens are there for one cock?"" i asked the farmer.",0,1,1,0.3333333333333333,0.15
"Look, the seam is now broken, it couldn't stand the jerk.","model ""look, the seam is now broken; it couldn't stand the jerk.""",0,1,1,0.36363636363636365,0.17543859649122806
"She outed herself as lesbian last year, didn't you hear?","model she outed herself as a lesbian last year, didn't you hear?",0,0,0,0.3,0.16071428571428573
Only one of my stupid speeches.,model only one of my stupid speeches!,0,1,1,0.5,0.25806451612903225
He's nuts about you.,model he's nuts about you.,0,1,1,0.5,0.35
It's wicked how Lara neglects her pussy cat.,model it's wicked how laura neglects her pussycat.,0,1,1,0.625,0.22727272727272727
He'll drive you batty!,"model he'll drive you, batty.",0,0,0,1.0,0.4090909090909091
"It contains nightmarish imagery, including dismemberment, deformed people and animals, and sexual fetishism.","model it contains nightmarish imagery, including dismemberment, deformed people and animals, and sexual fetishism.",0,0,0,0.15384615384615385,0.06481481481481481
There will be no cock crow over that,model there will be no cockcrow over that.,0,0,0,0.625,0.25
"I sucked at it, but it was much more fun than most normal chess games.","model ""i sucked at it, but it was much more fun than most normal chess games.""",0,1,1,0.2,0.12857142857142856
"Yours sincerely, satan.",model you're sincerely satan.,0,1,1,1.0,0.43478260869565216
"Look, the seam is now broken, it couldn't stand the jerk.","model look, the seam is now broken; it couldn't stand the jerk.",0,1,1,0.2727272727272727,0.14035087719298245
"Look, the seam is now broken, it couldn't stand the jerk.","model ""look! the seam is now broken; it couldn't stand the jerk!""",0,1,1,0.36363636363636365,0.21052631578947367
Sabados is openly gay.,model sabados is openly gay.,0,1,1,0.5,0.3181818181818182
Those people are kick-ass samba dancers!,model <br>those people are kick-ass samba dancers.,0,1,1,0.5,0.3
"""How many hens are there for one cock?"", I asked the farmer.","model ""how many hens are there for one cock?"" i asked the farmer.",0,1,1,0.3333333333333333,0.15
The announcer was Dick Joy.,model the announcer was dick joy.,0,1,1,0.8,0.3333333333333333
Beasts get fat by change of pastures,model <br>beasts get fat by change of pastures.,0,0,0,0.42857142857142855,0.3333333333333333
"I like the avenger of the new episode, he really is a badass.","model ""i like the adventure of the new episode; he really is a badass.""",0,0,0,0.38461538461538464,0.22950819672131148
You can't suck.,model you can't suck.,0,1,1,0.6666666666666666,0.4666666666666667
"I sucked at it, but it was much more fun than most normal chess games.","model i sucked at it, but it was much more fun than most normal chess games.",0,1,1,0.13333333333333333,0.1
Those people are kick-ass samba dancers!,model those people are kick-ass samba dancers.,0,1,1,0.5,0.2
"I like the avenger of the new episode, he really is a badass.","model ""i like the adventure of the new episode. he really is a badass.""",0,0,0,0.38461538461538464,0.22950819672131148
It's wicked how Lara neglects her pussy cat.,model it's wicked how laura neglects her pussycat.,0,1,1,0.625,0.22727272727272727
Don't be a fool.,model don't be a fool.,0,1,1,0.5,0.4375
"Our bitch had puppies, do you want one?","model our biscuits are peas, do you want one?",0,0,0,0.625,0.48717948717948717
"Nora finds herself ugly, because she has pimples.","model <br>nora finds herself ugly, because she has pimples.",0,0,0,0.25,0.22448979591836735
"An idiot is said to be idiotic, and to suffer from idiocy.",model an idiot is said to be idiotic and to suffer from idiocy.,0,1,1,0.25,0.13793103448275862
It's wicked how Lara neglects her pussy cat.,model it's wicked how laura neglects her pussycat.,0,1,1,0.625,0.22727272727272727
Hernandez is openly gay.,model henandez is openly gay.,0,1,1,0.5,0.2916666666666667
"Nora finds herself ugly, because she has pimples.",model <br>norah finds herself ugly because she has pimples.,0,0,0,0.375,0.2653061224489796
"I like the avenger of the new episode, he really is a badass.","model ""i like the avenger of the new episode. he really is a badass.""",0,0,0,0.3076923076923077,0.16393442622950818
To be the cock in the basket to be cock of the company.,"model to be the cock in the basket, to be cock of the company.",0,0,0,0.23076923076923078,0.14545454545454545
"She outed herself as lesbian last year, didn't you hear?","model she outed herself as a lesbian last year, didn't you hear?",0,0,0,0.3,0.16071428571428573
"If you don't want skin cancer, remember to apply your suncream regularly","model <speaker1>: if you don't want skin cancer, remember to apply your sun cream regularly.",0,0,0,0.5,0.2916666666666667
"I sucked at it, but it was much more fun than most normal chess games.","model i sucked at it, but it was much more fun than most normal chess games.",0,1,1,0.13333333333333333,0.1
"I like the avenger of the new episode, he really is a badass.","model ""i like the avenger of the new episode. he really is a badass.""",0,0,0,0.3076923076923077,0.16393442622950818
"I like the avenger of the new episode, he really is a badass.",model i like the avenger of the new episode. he's really a badass.,0,1,1,0.38461538461538464,0.21311475409836064
Those people are kick-ass samba dancers!,model those people are kick-ass samba dancers.,0,1,1,0.5,0.2
Don't be a fool.,model don't be a fool.,0,1,1,0.5,0.4375
Don't be a fool.,model don't be a fool.,0,1,1,0.5,0.4375
"""How many hens are there for one cock?"", I asked the farmer.","model ""how many hens are there for one cock?"" i asked the farmer.",0,1,1,0.3333333333333333,0.15
He'll drive you batty!,"model he'll drive you, batty!",0,0,0,0.75,0.36363636363636365
He's obsessed with sex and death.,model he's obsessed with sex and death.,0,1,1,0.3333333333333333,0.21212121212121213
"I like the avenger of the new episode, he really is a badass.","model ""i like the avenger of the new episode; he really is a badass.""",0,0,0,0.3076923076923077,0.16393442622950818
They felt gay when the ship arrived in port.,model they felt gay when the ship arrived in port.,0,0,0,0.2222222222222222,0.1590909090909091
Every cock crows loud on his own dunghill.,model every cock crows loud on his own dunghill.,0,1,1,0.25,0.16666666666666666
They present sexual dimorphism.,model they present sexual dimorphism.,0,0,0,0.5,0.22580645161290322
"Save you sister a piece, or she will be mad.","model save your sister a piece, or she will be mad.",0,1,1,0.3,0.18181818181818182
"Yours sincerely, satan.","model your sincerely, satan.",0,1,1,0.6666666666666666,0.34782608695652173
They were the last Jewish community in Europe to succumb to the Holocaust.,model they were the last jewish community in europe to succumb to the holocaust.,0,0,0,0.38461538461538464,0.13513513513513514
Don't be a fool.,model don't be a fool!,0,1,1,0.75,0.5
Sex is a subject that we need to talk about openly.,model <br>sex is a subject that we need to talk about openly.,0,0,0,0.18181818181818182,0.21568627450980393
I don't know; we'll just have to suck it and see,"model i don't know, we'll just have to suck it and see.",0,1,1,0.36363636363636365,0.1875
He would jerk the cord unwittingly.,model he would jerk the cord unwittingly.,0,1,1,0.3333333333333333,0.2
He'll drive you batty!,"model he'll drive you, betty.",0,0,0,1.0,0.45454545454545453
"""How many hens are there for one cock?"", I asked the farmer.","model ""how many hands are there for one cake?"" i asked the farmer.",0,0,0,0.4166666666666667,0.23333333333333334
"Look, the seam is now broken, it couldn't stand the jerk.","model ""look, the seam is now broken; it couldn't stand the jerk!""",0,1,1,0.36363636363636365,0.19298245614035087
"Nora finds herself ugly, because she has pimples.",model <br>nora finds herself ugly because she has pimples.,0,0,0,0.375,0.24489795918367346
Are they selling faggots as well as sausages?,model are they selling faggots as well as sausages?,0,1,1,0.25,0.15555555555555556
The homosexual explanation is one which we must not ignore.,model <div>the homosexual explanation is one which we must not ignore.</div>,0,0,0,0.3,0.3050847457627119
"I sucked at it, but it was much more fun than most normal chess games.","model ""i suck at it, but it was much more fun than most normal chess games.""",0,1,1,0.26666666666666666,0.15714285714285714
"Save you sister a piece, or she will be mad.","model save your sister a piece, or she will be mad.",0,1,1,0.3,0.18181818181818182
Beggars can't be choosers.,model beggars can't be choosers.,0,1,1,0.5,0.2692307692307692
"Look, the seam is now broken, it couldn't stand the jerk.","model look, the shim is now broken; it couldn't stand the jerk.",0,1,1,0.36363636363636365,0.17543859649122806
There will be no cock crow over that,model there will be no cock crow over that.,0,0,0,0.375,0.2222222222222222
He'll drive you batty!,"model he'll dry you, batty.",0,1,1,1.25,0.5454545454545454
"Yours sincerely, Satan.","model yours sincerely, satan.",0,1,1,1.0,0.34782608695652173
He really is a bit of an anorak,model <br>he really is a bit of an anarchist.,0,0,0,0.375,0.5806451612903226
My husband revealed he was homosexual.,model my husband revealed he was homosexual.,0,1,1,0.3333333333333333,0.18421052631578946
My husband revealed he was homosexual.,model my husband revealed he was homosexual.,0,1,1,0.3333333333333333,0.18421052631578946
Beggars can't be choosers.,model beggars can't be choosers.,0,1,1,0.5,0.2692307692307692
My husband revealed he was homosexual.,model my husband revealed he was homosexual.,0,1,1,0.3333333333333333,0.18421052631578946
He's nuts about you.,model he's nuts about you.,0,1,1,0.5,0.35
"Look, the seam is now broken, it couldn't stand the jerk.","model <br>look, the seam is now broken; it couldn't stand the jerk.",0,1,1,0.2727272727272727,0.21052631578947367
Homosexual activity is a crime and forbidden in most Muslim-majority countries.,model homosexual activity is a crime and forbidden in most muslim-majority countries.,0,1,1,0.2727272727272727,0.10126582278481013
"Because sapsuckers attack living trees, they are often considered a pest species.","model <br>because sapsuckers attack living trees, they are often considered a pest species.",0,0,0,0.16666666666666666,0.13580246913580246
Jerk that dart from the cork target.,model jerk that dart from the cork target.,0,1,1,0.2857142857142857,0.19444444444444445
Every cock crows loud on his own dunghill.,model every cock crows loud on his own dunghill.,0,1,1,0.25,0.16666666666666666
Beasts get fat by change of pastures,model <br> beasts get fat by change of pastures.,0,0,0,0.5714285714285714,0.3611111111111111
"I like the avenger of the new episode, he really is a badass.",model i like the avenger of the new episode. he really is a badass.,0,1,1,0.23076923076923078,0.13114754098360656
"Nora finds herself ugly, because she has pimples.",model <br>nora finds herself ugly because she has pimples.,0,0,0,0.375,0.24489795918367346
It wasn't because he was gay.,model it wasn't because he was gay.,0,1,1,0.3333333333333333,0.2413793103448276
"If you don't want skin cancer, remember to apply your suncream regularly","model if you don't want skin cancer, remember to apply your sun cream regularly.",0,0,0,0.4166666666666667,0.125
"I like the avenger of the new episode, he really is a badass.","model unlike the avenger of the new episode, who really is a badass.",0,1,1,0.23076923076923078,0.14754098360655737
"I like the avenger of the new episode, he really is a badass.",model <speaker1>: i like that adventuring in the new episode. he really is a badass.,0,1,1,0.5384615384615384,0.4918032786885246
It's wicked how Lara neglects her pussy cat.,model it's wicked how laura neglects her pussycat.,0,1,1,0.625,0.22727272727272727
"Dean Martin can be seen driving his Dual-Ghia in the film ""Kiss Me, Stupid"".","model dean martin can be seen driving his dual gear in the film ""kiss me, stupid"".",0,1,1,0.5714285714285714,0.2236842105263158
Twitter users can be extraordinarily sexist,model <br>twitter users can be extraordinarily sexist.,0,0,0,0.5,0.27906976744186046
It also raised questions over the masturbatory habits of the agents.,model it also raised questions over the masturbatory habits of the agents.,0,0,0,0.18181818181818182,0.10294117647058823
Andrews has promoted using a condom for hardcore sex scenes.,model <br>andrews has promoted using a condom for hardcore sex scenes.,0,0,0,0.2,0.18333333333333332
"Look, the seam is now broken, it couldn't stand the jerk.","model ""look! the seam is now broken; it couldn't stand the jerk!""",0,1,1,0.36363636363636365,0.21052631578947367
"Our bitch had puppies, do you want one?","model or bitch had cups, do you want one?",0,1,1,0.375,0.28205128205128205
"Yours sincerely, Satan.",model you're sincerely satan.,0,1,1,1.3333333333333333,0.4782608695652174
"I like the avenger of the new episode, he really is a badass.","model ""i like the avenger of the new episode; he really is a badass.""",0,0,0,0.3076923076923077,0.16393442622950818
"Nora finds herself ugly, because she has pimples.","model <br>nora finds herself ugly, because she has pimples.",0,0,0,0.25,0.22448979591836735
"She begs him to go, but certain that she desires him, he rapes her.","model she begs him to go, but certain that she desires him, he rapes her.",0,1,1,0.14285714285714285,0.1044776119402985
"Yours sincerely, satan.","model your sincerely, satan.",0,1,1,0.6666666666666666,0.34782608695652173
Don't be a fool.,model don't be a fool.,0,1,1,0.5,0.4375
"Nora finds herself ugly, because she has pimples.",model <br>norah finds herself ugly because she has pimples.,0,0,0,0.375,0.2653061224489796
"Yours sincerely, Satan.","model your sincerely, satan.",0,1,1,1.0,0.391304347826087
Rake the rubbish up and then burn it.,model rake the rubbish up and then burn it.,0,1,1,0.25,0.1891891891891892
"The cover depicts a large, naked Caucasian man, whose genitals are obscured.","model the cover depicts a large, naked caucasian man whose genitals are obscured.",0,0,0,0.3333333333333333,0.11842105263157894
"Yours sincerely, Satan.","model yours sincerely, satan.",0,1,1,1.0,0.34782608695652173
"She outed herself as lesbian last year, didn't you hear?","model ""she outed herself as a lesbian last year, didn't you hear?""",0,0,0,0.4,0.19642857142857142
Don't be a fool.,model don't be a fool.,0,1,1,0.5,0.4375
"If you don't want skin cancer, remember to apply your suncream regularly","model if you don't want skin cancer, remember to apply your sun cream regularly.",0,0,0,0.4166666666666667,0.125
"Nora finds herself ugly, because she has pimples.",model <br>norah finds herself ugly because she has pimples.,0,0,0,0.375,0.2653061224489796
"She outed herself as lesbian last year, didn't you hear?","model she outed herself as a lesbian last year, didn't you hear?",0,0,0,0.3,0.16071428571428573
"She outed herself as lesbian last year, didn't you hear?","model she outed herself as a lesbian last year, didn't you hear?",0,0,0,0.3,0.16071428571428573
Look for a photograph of I Wanna Sex You Up,"model look for a photograph of ""i wanna sex you up"".",0,1,1,0.7,0.3488372093023256
During the performance Brus also sang the Austrian National Anthem while masturbating.,"model during the performance, bruce also sang the austrian national anthem while masturbating.",0,1,1,0.5833333333333334,0.16279069767441862
"The plot features jealous lovers, topless dancers, a transvestite, murders and suicides.","model the plot features jealous lovers, topless dancers, a transvestite, murderers, and suicides.",0,1,1,0.25,0.11363636363636363
"Our bitch had puppies, do you want one?","model ""are bitch-head puppies, do you want one?""",0,1,1,0.5,0.3076923076923077
They felt gay when the ship arrived in port.,model they felt gay when the ship arrived in port.,0,0,0,0.2222222222222222,0.1590909090909091
ÔÇÿAre you deaf?ÔÇÖ inquired the little old gentleman.,"model ""are you deaf?"" inquired the little old gentleman.",0,0,0,0.375,0.2037037037037037
"Our bitch had puppies, do you want one?",model we have bitch-head puppies. do you want one?,0,1,1,0.625,0.41025641025641024
"I sucked at it, but it was much more fun than most normal chess games.","model i sucked at it, but it was much more fun than most normal chess games.",0,1,1,0.13333333333333333,0.1
Sex and to have his other works given so little attention.,model <br>thanks and to have his other works given so little attention.,0,0,0,0.18181818181818182,0.25862068965517243
The bright lanterns were gay on the dark lawn.,model the bright lanterns were gay on the dark lawn.,0,1,1,0.2222222222222222,0.15217391304347827
"I like the avenger of the new episode, he really is a badass.","model ""i like the avenger of the new episode. he really is a badass.""",0,0,0,0.3076923076923077,0.16393442622950818
"Our bitch had puppies, do you want one?",model our bitch had puppies. do you want one?,0,1,1,0.375,0.20512820512820512
My husband revealed he was homosexual.,"model my husband, he revealed he was homosexual.",0,1,1,0.6666666666666666,0.2894736842105263
He's nuts about you.,model he's nuts about you.,0,1,1,0.5,0.35
Beasts get fat by change of pastures,"model ""beests get fat by change of pastors.""",0,0,0,0.42857142857142855,0.3611111111111111
"Yours sincerely, Satan.","model yours sincerely, satan.",0,1,1,1.0,0.34782608695652173
"Yours sincerely, Satan.","model your sincerely, satan.",0,1,1,1.0,0.391304347826087
"Look, the seam is now broken, it couldn't stand the jerk.","model look, the seam is now broken; it couldn't stand the jerk!",0,1,1,0.36363636363636365,0.15789473684210525
Don't go off half-cocked.,"model ""don't go off half-cocked.""",0,0,0,0.75,0.36
"Nora finds herself ugly, because she has pimples.",model <br>nora finds herself ugly because she has pimples.,0,0,0,0.375,0.24489795918367346
Rake the rubbish up and then burn it.,"model rick to the workshop, and then barnett.",0,0,0,0.875,0.6216216216216216
Barnes was openly gay.,model barns was openly gay.,0,1,1,0.5,0.36363636363636365
It's wicked how Lara neglects her pussy cat.,model it's wicked how laura neglects her pussycat.,0,1,1,0.625,0.22727272727272727
"She was quoted as saying, This man is a flamboyant homosexual.","model she was quoted as saying, ""this man is a flamboyant homosexual.""",0,1,1,0.36363636363636365,0.16129032258064516
He's nuts about you.,model he's nuts about you.,0,1,1,0.5,0.35
"Keeping his sexuality hidden from everyone else, he cruises in public toilets.","model keeping his sexuality hidden from everyone else, he cruises in public toilets.",0,1,1,0.16666666666666666,0.08974358974358974
Look for a photograph of I Wanna Sex You Up,"model look for a photograph of ""i want to sex you up"".",0,1,1,0.8,0.4418604651162791
"Our bitch had puppies, do you want one?",model our bitch had puppies. do you want one?,0,1,1,0.375,0.20512820512820512
He'll drive you batty!,model he'll drive ya batty.,0,0,0,1.0,0.45454545454545453
